422 articles
+-----------------------------------------+-------------+--------+---------------+---------------+
| Titlu                                   |    Autor    |  Tip   | Numar versuri | Numar cuvinte |
| Unde-ţi este unitatea?                  | Traian Dorz | poezie |       41      |      162      |
| Păziţi credinţa                         | Traian Dorz | poezie |       36      |      116      |
| Loviţi am fost                          | Traian Dorz | poezie |      104      |      677      |
| Sunt vinovat!                           | Traian Dorz | poezie |       32      |      154      |
| Voi nu-mi sunteţi în urmă...            | Traian Dorz | poezie |       11      |       70      |
| Eu n-am fost un trup                    | Traian Dorz | poezie |       16      |       64      |
| La fel am suferit                       | Traian Dorz | poezie |       30      |      118      |
| Un înger măreţ se ridică                | Traian Dorz | poezie |       35      |      140      |
| Dar inima...                            | Traian Dorz | poezie |       21      |       85      |
| De ce, de ce, de ce, de ce?             | Traian Dorz | poezie |       76      |      644      |
| Nimeni altul decât Domnul               | Traian Dorz | poezie |       26      |       96      |
| Pe patul morţii mele                    | Traian Dorz | poezie |       83      |      535      |
| Nu vi-i milă oare?                      | Traian Dorz | poezie |       42      |      242      |
| Şase - 6 - 6 - 6 - cel fără             | Traian Dorz | poezie |       43      |      112      |
| Cain                                    | Traian Dorz | poezie |       21      |      115      |
| Iuda                                    | Traian Dorz | poezie |       21      |      107      |
| Căldărarul                              | Traian Dorz | poezie |       16      |       86      |
| Diotref                                 | Traian Dorz | poezie |       17      |       81      |
| Nerecunoscătorul                        | Traian Dorz | poezie |       16      |       80      |
| Nu există moarte!                       | Traian Dorz | poezie |       25      |      105      |
| Cine va primi pe-acela                  | Traian Dorz | poezie |       13      |       70      |
| Suflet dezrădăcinat                     | Traian Dorz | poezie |       31      |       93      |
| N-asculţi                               | Traian Dorz | poezie |       32      |      133      |
| Eu nu gonesc pe nimeni...               | Traian Dorz | poezie |       18      |      148      |
| Eu Doamne nu ştiu dacă...               | Traian Dorz | poezie |       31      |      133      |
| Un strigăt de durere                    | Traian Dorz | poezie |      136      |      856      |
| Am fost clopot                          | Traian Dorz | poezie |       23      |      153      |
| Sfârşit de bătălie                      | Traian Dorz | poezie |       49      |      199      |
| Întunecarea                             | Traian Dorz | poezie |       38      |      202      |
| Rugăciunea                              | Traian Dorz | poezie |       52      |      205      |
| Trezirea                                | Traian Dorz | poezie |       43      |      191      |
| Pocăinţa                                | Traian Dorz | poezie |       39      |      150      |
| Mărturisirea                            | Traian Dorz | poezie |       43      |      164      |
| Legământul                              | Traian Dorz | poezie |       38      |      170      |
| Lumina - a sosit                        | Traian Dorz | poezie |       38      |      157      |
| Închinare                               | Traian Dorz | poezie |       38      |      132      |
| De nu primeşti nimic străin             | Traian Dorz | poezie |       35      |      132      |
| Cel mai greu cuvânt                     | Traian Dorz | poezie |      157      |      1079     |
| Când era credinţa bună                  | Traian Dorz | poezie |       57      |      237      |
| Lăudăm pe Domnul nostru                 | Traian Dorz | poezie |      105      |      481      |
| Te lăudăm pe Tine Mântuitor Slăvit      | Traian Dorz | poezie |       79      |      242      |
| Lumina şi-Ajutorul                      | Traian Dorz | poezie |       33      |       99      |
+-----------------------------------------+-------------+--------+---------------+---------------+
